WO,FASE,ARTICOLO,Data_Ora_Fine,Descrizione Macchina,Tempo_Teorico_TOT_ORE,Tempo_Predetto_ORE,Tempo Lavoraz. ORE,Indice_Inefficienza,Indice_Inefficienza_Predetto,Classe_Anomaly_Oriented,Classe_Anomaly_Oriented_Big_Data,Classe_Soglie_Custom,OEE_Reale,OEE_Predetto
25033094,14019,1089930581.0,2026-02-09 16:52:42,43: KOEPFER 160/2,2.9155,2.3202631,2.43,0.8334762476419141,1.1014150361605242,NORMALE,NORMALE,NORMALE,0.9588477366255144,0.91174126
25023610,22044,1203072091.0,2026-02-10 14:33:56,43: KOEPFER 160/2,6.897,6.502305,6.16,0.8931419457735247,1.0398787556037772,NORMALE,NORMALE,NORMALE,0.9457917261055635,0.88532573
25029217,14019,1089930391.0,2026-02-10 16:57:36,43: KOEPFER 160/2,1.9786666666666668,1.6195334,1.86,0.9400269541778976,1.0949433850126582,NORMALE,NORMALE,NORMALE,0.9367588932806323,0.8447
25023342,24044,1204280121.0,2026-02-11 22:15:58,43: KOEPFER 160/2,12.078,8.255075,13.41,1.1102831594634874,1.1700220984345617,NORMALE,ATTENZIONE,NORMALE,0.8109979765878905,0.80936927
25023483,24044,1207200121.0,2026-02-17 15:11:19,43: KOEPFER 160/2,34.454,54.09134,46.88,1.3606547860916005,1.3920812879212179,NORMALE,NORMALE,ANOMALIA,0.5448164277921791,0.5054906
25024098,14019,1204360111.0,2026-02-17 17:50:42,43: KOEPFER 160/2,0.782,0.48920253,0.81,1.0358056265984654,1.0295374301148679,NORMALE,NORMALE,NORMALE,0.9535131839658588,0.9542307
25019744,24044,1089910861.0,2026-02-18 00:16:56,43: KOEPFER 160/2,6.479,6.1746325,6.13,0.9461336626022534,1.2337367305459161,NORMALE,NORMALE,NORMALE,0.9189907038512616,0.8490716
26001524,14019,1204480191.0,2026-02-18 13:26:47,43: KOEPFER 160/2,0.8855,0.82024217,0.94,1.0615471485036705,1.0725607093706535,NORMALE,ANOMALIA,NORMALE,0.9014169112252381,0.89711356
25023589,16019,1202610111.0,2026-02-18 19:58:26,43: KOEPFER 160/2,3.54,2.9678178,3.83,1.0819209039548023,1.1001450402336626,NORMALE,NORMALE,NORMALE,0.861103215784777,0.85035235
25023449,22044,1204120241.0,2026-02-19 13:40:18,43: KOEPFER 160/2,4.614166666666668,12.132484,7.64,1.655770272710854,1.38124616396026,NORMALE,NORMALE,ANOMALIA,0.4095668088751628,0.42809358
25023322,22044,1204000111.0,2026-02-20 18:17:01,43: KOEPFER 160/2,12.5615,19.101395,10.15,0.8080245193647255,1.0365020253964718,NORMALE,NORMALE,NORMALE,0.9901768172888016,0.9680627
25006477,18019,1202608321.0,2026-02-23 13:03:08,43: KOEPFER 160/2,3.5425,3.3093648,4.34,1.2251235003528582,1.1623589864374473,NORMALE,NORMALE,NORMALE,0.6846832096734261,0.66866004
25023941,16019,1202610121.0,2026-02-23 15:37:43,43: KOEPFER 160/2,1.4705,2.132122,1.48,1.0064603876232572,1.1306925371827186,NORMALE,NORMALE,NORMALE,0.8837931163207409,0.7732607
25027881,14019,1204120201.0,2026-02-23 17:29:05,43: KOEPFER 160/2,1.35,0.8339525,1.2,0.8888888888888888,1.0896587923359318,NORMALE,NORMALE,NORMALE,0.9620253164556962,0.9180676
